"","Department","Position","Place.of.Residence","PositionID"
"28598","University of Iowa","Associate Professor","JOHNSON",28598
"28599","University of Iowa","Associate Professor","KING",28599
"28600","University of Iowa","Associate Professor","KINGS",28600
"28601","University of Iowa","Associate Professor","LANCASTER",28601
"28602","University of Iowa","Associate Professor","LEXINGTON",28602
"28603","University of Iowa","Associate Professor","LINN",28603
"28604","University of Iowa","Associate Professor","LOS ANGELES",28604
"28605","University of Iowa","Associate Professor","MARICOPA",28605
"28606","University of Iowa","Associate Professor","MARIN",28606
"28607","University of Iowa","Associate Professor","MARION",28607
"28608","University of Iowa","Associate Professor","MERCER",28608
"28609","University of Iowa","Associate Professor","MIDDLESEX",28609
"28610","University of Iowa","Associate Professor","MONROE",28610
"28611","University of Iowa","Associate Professor","MONTGOMERY",28611
"28612","University of Iowa","Associate Professor","MUSCATINE",28612
"28613","University of Iowa","Associate Professor","NEW YORK",28613
"28614","University of Iowa","Associate Professor","NORTHAMPTON",28614
"28615","University of Iowa","Associate Professor","ORANGE",28615
"28616","University of Iowa","Associate Professor","ORLEANS",28616
"28617","University of Iowa","Associate Professor","PIMA",28617
"28618","University of Iowa","Associate Professor","PITKIN",28618
"28619","University of Iowa","Associate Professor","POLK",28619
"28620","University of Iowa","Associate Professor","POWESHIEK",28620
"28621","University of Iowa","Associate Professor","PRINCE GEORGE'S",28621
"28622","University of Iowa","Associate Professor","PULASKI",28622
"28623","University of Iowa","Associate Professor","RAMSEY",28623
"28624","University of Iowa","Associate Professor","RIVERSIDE",28624
"28625","University of Iowa","Associate Professor","ROCK ISLAND",28625
"28626","University of Iowa","Associate Professor","SAINT LOUIS",28626
"28627","University of Iowa","Associate Professor","SALT LAKE",28627
"28628","University of Iowa","Associate Professor","SAN BERNADINO",28628
"28629","University of Iowa","Associate Professor","SAN DIEGO",28629
"28630","University of Iowa","Associate Professor","SANTA CLARA",28630
"28631","University of Iowa","Associate Professor","SCOTT",28631
"28632","University of Iowa","Associate Professor","SPARTANBURG",28632
"28633","University of Iowa","Associate Professor","ST LOUIS",28633
"28634","University of Iowa","Associate Professor","STORY",28634
"28635","University of Iowa","Associate Professor","SUMMIT",28635
"28636","University of Iowa","Associate Professor","TIPPECANOE",28636
"28637","University of Iowa","Associate Professor","TOMPKINS",28637
"28638","University of Iowa","Associate Professor","WAKE",28638
"28639","University of Iowa","Associate Professor","WASHINGTON",28639
"28640","University of Iowa","Associate Professor","WASHTENAW",28640
"28641","University of Iowa","Associate Professor","WORCESTER",28641
"28642","University of Iowa","Associate Professor Emeritus","ADA",28642
"28643","University of Iowa","Associate Professor Emeritus","CEDAR",28643
"28644","University of Iowa","Associate Professor Emeritus","CLARK",28644
"28645","University of Iowa","Associate Professor Emeritus","HARTFORD",28645
"28646","University of Iowa","Associate Professor Emeritus","JOHNSON",28646
"28647","University of Iowa","Associate Professor Emeritus","KNOX",28647
"28648","University of Iowa","Associate Professor Emeritus","LINN",28648
"28649","University of Iowa","Associate Professor Emeritus","MARICOPA",28649
"28650","University of Iowa","Associate Professor Emeritus","MIDDLESEX",28650
"28651","University of Iowa","Associate Professor Emeritus","NEW YORK",28651
"28652","University of Iowa","Associate Professor Emeritus","POLK",28652
"28653","University of Iowa","Associate Professor Emeritus","ROCK ISLAND",28653
"28654","University of Iowa","Associate Professor Emeritus","SONOMA",28654
"28655","University of Iowa","Associate Professor Emeritus","ST LAWRENCE",28655
"28656","University of Iowa","Associate Professor Emeritus","WILLIAMSON",28656
"28657","University of Iowa","Associate Professor Emeritus","WINONA",28657
"28658","University of Iowa","Associate Professor of Practic","LINN",28658
"28659","University of Iowa","Associate Provost","CASS",28659
"28660","University of Iowa","Associate Provost","JOHNSON",28660
"28661","University of Iowa","Associate Provost","Polk",28661
"28662","University of Iowa","Associate Research Engineer","JOHNSON",28662
"28663","University of Iowa","Associate Research Engineer","SANTA CLARA",28663
"28664","University of Iowa","Associate Research Scientist","CEDAR",28664
"28665","University of Iowa","Associate Research Scientist","FRANKLIN",28665
"28666","University of Iowa","Associate Research Scientist","IOWA",28666
"28667","University of Iowa","Associate Research Scientist","JOHNSON",28667
"28668","University of Iowa","Associate Research Scientist","LINN",28668
"28669","University of Iowa","Associate Research Scientist","MIDDLESEX",28669
"28670","University of Iowa","Associate Research Scientist","MONTGOMERY",28670
"28671","University of Iowa","Associate Research Scientist","MUSCATINE",28671
"28672","University of Iowa","Associate Research Scientist","ONEIDA",28672
"28673","University of Iowa","Associate Research Scientist","ROCK ISLAND",28673
"28674","University of Iowa","Associate Research Scientist","UNION",28674
"28675","University of Iowa","Associate Vice President","BUNCOMBE",28675
"28676","University of Iowa","Associate Vice President","CHESTER",28676
"28677","University of Iowa","Associate Vice President","JOHNSON",28677
"28678","University of Iowa","Associate Vice President","LAFAYETTE",28678
"28679","University of Iowa","Associate Vice President","UNION",28679
"28680","University of Iowa","Associate Vice President","WASHINGTON",28680
"28681","University of Iowa","Associate Writer","COOK",28681
"28682","University of Iowa","Associate Writer","JOHNSON",28682
"28683","University of Iowa","Associate Writer","KALAMAZOO",28683
"28684","University of Iowa","Associate Writer","MCHENRY",28684
"28685","University of Iowa","Associate Writer","PIMA",28685
"28686","University of Iowa","Associate Writer","POLK",28686
"28687","University of Iowa","Associate Writer","POTTAWATTAMIE",28687
"28688","University of Iowa","Associate Writer","WASHINGTON",28688
"28689","University of Iowa","Asst Athletic Dir,Extnl Rltns","MESA",28689
"28690","University of Iowa","Asst Box Off Mgr,Hancher Aud","JOHNSON",28690
"28691","University of Iowa","Asst Clinical Lab Manager","IOWA",28691
"28692","University of Iowa","Asst Clinical Lab Manager","JOHNSON",28692
"28693","University of Iowa","Asst Coach(Sport Optional)","BALTIMORE CITY",28693
"28694","University of Iowa","Asst Coach(Sport Optional)","BENTON",28694
"28695","University of Iowa","Asst Coach(Sport Optional)","BRONX",28695
"28696","University of Iowa","Asst Coach(Sport Optional)","CEDAR",28696
"28697","University of Iowa","Asst Coach(Sport Optional)","COOK",28697
"28698","University of Iowa","Asst Coach(Sport Optional)","CRAWFORD",28698
"28699","University of Iowa","Asst Coach(Sport Optional)","DAKOTA",28699
"28700","University of Iowa","Asst Coach(Sport Optional)","FRANKLIN",28700
"28701","University of Iowa","Asst Coach(Sport Optional)","FULTON",28701
"28702","University of Iowa","Asst Coach(Sport Optional)","HENNEPIN",28702
"28703","University of Iowa","Asst Coach(Sport Optional)","HENRY",28703
"28704","University of Iowa","Asst Coach(Sport Optional)","JEFFERSON",28704
"28705","University of Iowa","Asst Coach(Sport Optional)","Johnson",28705
"28706","University of Iowa","Asst Coach(Sport Optional)","JOHNSON",28706
"28707","University of Iowa","Asst Coach(Sport Optional)","LANCASTER",28707
"28708","University of Iowa","Asst Coach(Sport Optional)","LEE",28708
"28709","University of Iowa","Asst Coach(Sport Optional)","LINN",28709
"28710","University of Iowa","Asst Coach(Sport Optional)","MARION",28710
"28711","University of Iowa","Asst Coach(Sport Optional)","MIDDLESEX",28711
"28712","University of Iowa","Asst Coach(Sport Optional)","NORTHAMPTON",28712
"28713","University of Iowa","Asst Coach(Sport Optional)","OCONEE",28713
"28714","University of Iowa","Asst Coach(Sport Optional)","ORANGE",28714
"28715","University of Iowa","Asst Coach(Sport Optional)","SAINT LOUIS",28715
"28716","University of Iowa","Asst Coach(Sport Optional)","SAN DIEGO",28716
"28717","University of Iowa","Asst Coach(Sport Optional)","SCOTT",28717
"28718","University of Iowa","Asst Coach(Sport Optional)","TUSCALOOSA",28718
"28719","University of Iowa","Asst Coach(Sport Optional)","WHITE",28719
"28720","University of Iowa","Asst Curator of Collections","IOWA",28720
"28721","University of Iowa","Asst Curator Of Collections","IOWA",28721
"28722","University of Iowa","Asst Dean,Financial Affairs","JOHNSON",28722
"28723","University of Iowa","Asst Dir, Univ Counseling Cntr","JOHNSON",28723
"28724","University of Iowa","Asst Dir, Univ Counseling Cntr","LINN",28724
"28725","University of Iowa","Asst Dir,Admissions","JOHNSON",28725
"28726","University of Iowa","Asst Dir,Admissions","WASHINGTON",28726
"28727","University of Iowa","Asst Dir,Alumni Association","JOHNSON",28727
"28728","University of Iowa","Asst Dir,Arts Center Relations","JOHNSON",28728
"28729","University of Iowa","Asst Dir,Continuing Education","JOHNSON",28729
"28730","University of Iowa","Asst Dir,Financial Services","CEDAR",28730
"28731","University of Iowa","Asst Dir,Financial Services","IOWA",28731
"28732","University of Iowa","Asst Dir,Financial Services","JOHNSON",28732
"28733","University of Iowa","Asst Dir,Financial Services","LINN",28733
"28734","University of Iowa","Asst Dir,Financial Services","MIAMI-DADE",28734
"28735","University of Iowa","Asst Dir,Financial Services","MUSCATINE",28735
"28736","University of Iowa","Asst Dir,Financial Services","WASHINGTON",28736
"28737","University of Iowa","Asst Dir,Food Service","JOHNSON",28737
"28738","University of Iowa","Asst Dir,Food Service","LINN",28738
"28739","University of Iowa","Asst Dir,Human Resources","CEDAR",28739
"28740","University of Iowa","Asst Dir,Human Resources","IOWA",28740
"28741","University of Iowa","Asst Dir,Human Resources","JOHNSON",28741
"28742","University of Iowa","Asst Dir,Human Resources","LINN",28742
"28743","University of Iowa","Asst Dir,Pharm Services","JOHNSON",28743
"28744","University of Iowa","Asst Dir,Pharmacy Services","JOHNSON",28744
"28745","University of Iowa","Asst Dir,Residence Life","JOHNSON",28745
"28746","University of Iowa","Asst Dir,Sponsored Programs","JOHNSON",28746
"28747","University of Iowa","Asst Dir,Student Fin Aid","JOHNSON",28747
"28748","University of Iowa","Asst Dir,UIHC Pharmacy Care","JOHNSON",28748
"28749","University of Iowa","Asst Dir,UIHC Pharmacy Care","SCOTT",28749
"28750","University of Iowa","Asst Dir,Univ Counseling Svc","JOHNSON",28750
"28751","University of Iowa","Asst Dir,Univ Counseling Svc","LINN",28751
"28752","University of Iowa","Asst Dir,University Relations","JOHNSON",28752
"28753","University of Iowa","Asst Mgr,Build & Campus Svcs","JOHNSON",28753
"28754","University of Iowa","Asst Mgr,Build & Campus Svcs","LINN",28754
"28755","University of Iowa","Asst Mgr,Build & Campus Svcs","WASHINGTON",28755
"28756","University of Iowa","Asst Mgr,Hospital Operations","JOHNSON",28756
"28757","University of Iowa","Asst Mgr,IMU Food Service","IOWA",28757
"28758","University of Iowa","Asst Mgr,IMU Food Service","WASHINGTON",28758
"28759","University of Iowa","Asst Mgr,Integ Healthcare Tech","JOHNSON",28759
"28760","University of Iowa","Asst Mgr,Techni Svcs/Stage Mgr","ANCHORAGE",28760
"28761","University of Iowa","Asst Mgr,Techni Svcs/Stage Mgr","JOHNSON",28761
"28762","University of Iowa","Asst Mgr,Techni Svcs/Stage Mgr","LINN",28762
"28763","University of Iowa","Asst Mgr,Techni Svcs/Stage Mgr","SCOTT",28763
"28764","University of Iowa","Asst Provost,Enrollment Mgmt","JOHNSON",28764
"28765","University of Iowa","Asst Provost,Enrollment Svcs","JOHNSON",28765
"28766","University of Iowa","Asst Research Scientist/Engin","ALAMEDA",28766
"28767","University of Iowa","Asst Research Scientist/Engin","ALLEGHENY",28767
"28768","University of Iowa","Asst Research Scientist/Engin","BALTIMORE",28768
"28769","University of Iowa","Asst Research Scientist/Engin","BALTIMORE CITY",28769
"28770","University of Iowa","Asst Research Scientist/Engin","BLACK HAWK",28770
"28771","University of Iowa","Asst Research Scientist/Engin","CHAMPAIGN",28771
"28772","University of Iowa","Asst Research Scientist/Engin","CHESTERFIELD",28772
"28773","University of Iowa","Asst Research Scientist/Engin","CUYAHOGA",28773
"28774","University of Iowa","Asst Research Scientist/Engin","DALLAS",28774
"28775","University of Iowa","Asst Research Scientist/Engin","DAVIDSON",28775
